Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never"
26,Secondary or below,Agricultural,Caste,Hindu,27,151.9,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Rural,Uttarakhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
42,Secondary or below,Agricultural,Caste,Hindu,40,143.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Uttarakhand,,,,,,,Husband/partner alone,Husband/partner alone,
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,36,165.2,Secondary or below,Other,Caste,Hindu,Rural,Uttarakhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Agricultural,Caste,Muslim,45,,Secondary or below,Not working,Caste,Muslim,Rural,Uttarakhand,,,,,,,Respondent alone,Husband/partner alone,
21,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22,143.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttarakhand,,,,,,,Respondent and husband/partner,Husband/partner alone,
46,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42,144.5,Secondary or below,Not working,Caste,Hindu,Rural,Uttarakhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
26,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,26,157.0,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Uttarakhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
51,Secondary or below,Services / household and domestic,Caste,Hindu,48,148.9,Secondary or below,Not working,Caste,Hindu,Urban,Uttarakhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Secondary or below,Services / household and domestic,Caste,Hindu,40,154.9,Secondary or below,Not working,Caste,Hindu,Urban,Uttarakhand,,,,,,,Respondent and husband/partner,Respondent alone,
35,Secondary or below,Other,Caste,Hindu,31,148.0,Secondary or below,Not working,Caste,Hindu,Urban,Uttarakhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
29,Secondary or below,Services / household and domestic,Caste,Hindu,26,145.5,Secondary or below,Not working,Caste,Hindu,Urban,Uttarakhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Services / household and domestic,Caste,Hindu,48,147.6,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
32,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32,154.0,Secondary or below,Not working,Caste,Sikh,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
41,Secondary or below,Skilled and unskilled manual,Caste,Hindu,33,149.2,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Someone else,
35,Higher Secondary,Services / household and domestic,Caste,Hindu,34,152.6,Higher Secondary,Professional / technical / managerial,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Someone else,
30,Higher Secondary,Sales,Caste,Hindu,28,150.2,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Secondary or below,Other,Caste,Hindu,26,155.6,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Someone else,
48,Secondary or below,Skilled and unskilled manual,Caste,Hindu,41,,Secondary or below,Other,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
47,Secondary or below,Agricultural,Caste,Hindu,48,144.3,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
39,Higher Secondary,Agricultural,Caste,Hindu,39,150.3,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Higher Secondary,Sales,Caste,Hindu,48,153.7,Higher Secondary,Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
42,Higher Secondary,Agricultural,Caste,Hindu,38,149.0,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
37,Higher Secondary,Agricultural,Caste,Hindu,31,157.2,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Someone else,
48,Higher Secondary,Agricultural,Caste,Hindu,44,152.2,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
34,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31,157.4,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
53,Secondary or below,Agricultural,Caste,Hindu,43,154.9,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
34,Secondary or below,Services / household and domestic,Caste,Hindu,30,142.2,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Graduate (B.Tech/B.Sc/BA),Other,Caste,Hindu,22,160.8,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
47,Secondary or below,Skilled and unskilled manual,Caste,Hindu,49,150.1,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Husband/partner alone,
50,Secondary or below,Skilled and unskilled manual,Caste,Hindu,48,141.9,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent alone,Respondent and husband/partner,
54,Secondary or below,Sales,Caste,Hindu,48,151.2,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
28,Secondary or below,Sales,Caste,Hindu,27,151.3,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Sales,Caste,Hindu,40,150.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Skilled and unskilled manual,Caste,Hindu,46,161.0,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
34,Secondary or below,Services / household and domestic,Caste,Hindu,30,165.5,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
45,Secondary or below,Services / household and domestic,Caste,Hindu,40,151.5,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
47,Secondary or below,Skilled and unskilled manual,Caste,Hindu,46,157.3,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
37,Secondary or below,Agricultural,Caste,Sikh,32,153.3,Secondary or below,Not working,Caste,Sikh,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
25,Higher Secondary,Other,Caste,Hindu,24,150.9,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
34,Post-Graduate (MBA/MA),Other,Caste,Sikh,33,148.5,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Graduate (B.Tech/B.Sc/BA),Sales,No caste / tribe,Sikh,38,151.1,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent alone,
41,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,No caste / tribe,Sikh,38,148.5,Post-Graduate (MBA/MA),Not working,Tribe,Sikh,Urban,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
51,Secondary or below,Skilled and unskilled manual,Caste,Hindu,44,154.8,Secondary or below,Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Husband/partner alone,
33,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,32,146.1,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
26,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,23,156.4,Secondary or below,Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
29,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,27,156.0,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
20,Secondary or below,Other,Caste,Hindu,20,150.2,Higher Secondary,Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Secondary or below,Skilled and unskilled manual,Caste,Hindu,36,149.7,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Services / household and domestic,Caste,Hindu,37,145.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
30,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,27,157.2,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Someone else,Someone else,
45,Secondary or below,Agricultural,Caste,Hindu,42,160.5,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Agricultural,Caste,Hindu,49,140.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Respondent and husband/partner,
42,Secondary or below,Agricultural,Caste,Hindu,40,157.5,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
47,Secondary or below,Skilled and unskilled manual,Caste,Muslim,41,164.9,Secondary or below,Not working,Caste,Muslim,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
26,Higher Secondary,Agricultural,Caste,Hindu,27,154.4,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
32,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,29,162.3,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
33,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,24,150.6,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Secondary or below,Sales,Caste,Hindu,45,151.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
43,Secondary or below,Sales,Caste,Hindu,42,153.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Haryana,,,,,,,Someone else,Respondent and husband/partner,
54,Secondary or below,Skilled and unskilled manual,Caste,Hindu,49,152.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
24,Higher Secondary,Sales,Caste,Hindu,19,159.5,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Other,Other,
27,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24,144.3,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Other,Other,
25,Graduate (B.Tech/B.Sc/BA),Other,Caste,Hindu,23,166.1,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
36,Secondary or below,Agricultural,Caste,Muslim,30,155.4,Secondary or below,Not working,Caste,Muslim,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Sales,Caste,Hindu,46,160.4,Secondary or below,Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
36,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32,158.4,Secondary or below,Not working,Caste,Hindu,Urban,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
44,Secondary or below,Sales,Caste,Hindu,47,154.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
34,Secondary or below,Skilled and unskilled manual,Caste,Sikh,25,158.3,Secondary or below,Not working,Caste,Sikh,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
31,Higher Secondary,Professional / technical / managerial,Caste,Hindu,26,156.3,Secondary or below,Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Secondary or below,Other,Caste,Hindu,40,150.3,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,Haryana,,,,,,,Respondent alone,Respondent alone,
49,Secondary or below,Skilled and unskilled manual,Caste,Hindu,45,150.6,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Husband/partner alone,
21,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22,161.5,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent alone,Respondent and husband/partner,
49,Secondary or below,Services / household and domestic,Caste,Hindu,49,156.0,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
32,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,31,157.4,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
29,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,27,153.2,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Skilled and unskilled manual,Caste,Hindu,45,160.1,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Agricultural,Caste,Sikh,34,159.7,Secondary or below,Not working,Caste,Sikh,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Sales,Caste,Sikh,44,159.2,Secondary or below,Sales,Caste,Sikh,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
29,Higher Secondary,Agricultural,Caste,Hindu,23,160.7,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
49,Secondary or below,Skilled and unskilled manual,Caste,Hindu,46,156.6,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
42,Secondary or below,Agricultural,Caste,Hindu,40,155.6,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Not working,Caste,Hindu,40,157.9,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,160.7,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent alone,Respondent alone,
22,Secondary or below,Skilled and unskilled manual,Caste,Hindu,29,148.1,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
25,Secondary or below,Skilled and unskilled manual,Caste,Hindu,23,152.4,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Other,Other,
33,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,29,158.4,Higher Secondary,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
39,Secondary or below,Agricultural,Caste,Hindu,33,156.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Haryana,,,,,,,Respondent alone,Respondent and husband/partner,
36,Secondary or below,Agricultural,Caste,Hindu,26,153.3,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Agricultural,Caste,Hindu,49,153.1,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
32,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,29,165.6,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,43,151.3,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Secondary or below,Sales,Caste,Hindu,34,158.3,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent alone,Respondent alone,
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25,143.9,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Husband/partner alone,Husband/partner alone,
50,Secondary or below,Skilled and unskilled manual,Caste,Hindu,48,156.7,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent alone,Respondent and husband/partner,
42,Secondary or below,Skilled and unskilled manual,Caste,Hindu,40,140.5,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Husband/partner alone,
32,Secondary or below,Skilled and unskilled manual,Caste,Muslim,28,148.7,Secondary or below,Not working,Caste,Muslim,Rural,Haryana,,,,,,,Respondent and husband/partner,Husband/partner alone,
28,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,31,151.3,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Higher Secondary,Skilled and unskilled manual,Caste,Muslim,38,148.4,Secondary or below,Not working,Caste,Muslim,Rural,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
28,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26,144.8,Higher Secondary,Not working,Caste,Hindu,Urban,Haryana,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
